Real_Rating,Raw_star_rating,Text,RNN_raw,RNN_Class,CNN_raw,CNN_Class,Logistic_Regression_raw,Logistic_Regression_Class,Naive_Bayes_raw,Naive_Bayes_Class,Random_Forest_raw,Random_Forest_Class,NLTK_raw,NLTK_Class,TextBlob_raw,TextBlob_Class
Positive,5.0,"['dog', 'didnt', 'like', 'beef', 'version', 'thought', 'would', 'tri', 'chicken', 'version', 'ate', 'realli', 'seem', 'well', 'seem', 'pretti', 'good', 'nutrit', 'wise', 'aka', 'excess', 'pile', 'know', 'mean', 'make', 'happi', 'healthi', 'activ', 'dog']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.12187499999999998,Positive
Positive,5.0,"['dog', 'love', 'dog', 'food', 'picki', 'eater', 'transit', 'tobthi', 'dog', 'food', 'would', 'pick', 'new', 'dog', 'food', 'old', 'eat']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.24545454545454545,Positive
Positive,4.0,"['use', '70', 'human', 'grade', 'item', 'dog', 'food', 'think', 'import', 'bit', 'kibbl', 'keep', 'crunch', 'teeth', 'clean', 'dont', 'trust', 'big', 'name', 'brand', 'put', 'made', 'usa', 'ingredi', 'sourc', 'mainli', 'china', 'far', 'salmon', 'kibbl', 'seem', 'well', 'receiv', 'picki', 'dog', 'tri', 'remov', 'much', 'chicken', 'chicken', 'relat', 'ingredi', 'diet', 'commonli', 'link', 'skin', 'allergi', 'dealt', 'quit', 'time', 'even', 'take', 'apoquel', 'sever', 'week', 'period', 'variou', 'time', 'throughout', 'year', '35', 'month', 'feed', 'kibbl', 'honest', 'kitchen', 'dehydr', 'base', '', 'bone', 'broth', 'powder', 'mix', 'water', 'freez', 'dri', 'liver', 'taken', 'apoquel', '25', 'month', 'price', 'isnt', 'cheap', 'isnt', 'overpr', 'either', 'id', 'say', 'fair', 'product', 'receiv', 'look', 'decent', 'dri', 'food', 'simpler', 'ingredi', 'side', 'give', 'amazon', 'wag', 'dri', 'food', 'tri', 'dog', 'better', 'peopl', 'fed', 'accordingli']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,0.06944444444444443,Positive
Positive,5.0,"['dog', 'enjoy', 'food', 'hope', 'that’', 'get', 'coat', 'shini', 'seem', 'healthi', 'guess', 'it’', 'great', 'option']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.6000000000000001,Positive
Positive,5.0,"['2', 'giant', 'breed', 'dog', 'allerg', 'chicken', 'bi', 'product', 'love', 'use', '2', 'year', 'subscript', 'deliveri', 'reliabl', 'consist']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,-0.033333333333333326,Negative
Positive,5.0,"['dog', 'like', 'littl', 'pricey']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.0,Neutral
Positive,5.0,"['bought', 'boy', 'everi', 'dri', 'food', 'imagin', 'lot', 'money', 'wast', 'wish', 'could', 'get', 'sampl', 'dog', 'food', 'pour', 'bowl', 'doesn’t', 'like', 'start', 'push', 'across', 'tip', 'much', 'fun', 'anoth', 'bag', 'wast', 'place', 'let', 'donat', 'open', 'crazi', 'peopl', 'might', 'someth', 'one', 'end', 'realli', 'buy', 'last', 'forev', 'doesn’t', 'like', 'mix', 'chicken', 'get', 'eat', 'realli', 'hide', 'food', 'work', 'order', 'second', 'bag', 'short', 'period', 'time', 'go', 'buy', 'nutro', 'saw', 'advertis', 'decid', 'tri', 'six', 'dollar', 'differ', 'check', 'ingredi', 'ingredi', 'feel', 'one', 'better', 'picki', 'boy', 'still', 'get', 'chicken', 'ad', 'time', 'usual', 'leav', 'go', 'back', 'later', 'realli', 'hungri', 'start', 'eat', 'togeth', 'chicken', 'good', 'feel', 'someth', 'like', 'give', 'nutrit', 'doesn’t', 'get', 'chicken', 'would', 'definit', 'tell', 'tri', 'get', 'lamb', 'rice', 'alway', 'sensit', 'stomach']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,-0.08214285714285714,Negative
Positive,4.0,"['dog', 'took', 'flavor', 'rather', 'well', 'mix', 'salmon', 'flavor', 'also', 'get', 'raw']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,-0.23076923076923078,Negative
Positive,4.0,"['seem', 'like', 'good', 'dog', 'food']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,0.7,Positive
Positive,5.0,"['dog', 'love', 'food', '', 'happi', 'happi', 'dog']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5,Positive
Positive,4.0,"['learn', 'dog', 'picki', 'eater', 'spend', '70', 'buck', 'wet', 'food', 'instead', 'kibbl', 'like', 'brand', 'food', 'better', 'nearli', 'expens', 'like', 'read', 'ingredi']",4,Positive,2,Negative,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,0.2,Positive
Positive,5.0,"['pitbul', 'realli', 'bad', 'allergi', 'special', 'food', 'total', 'expens', 'howev', 'abl', 'find', 'food', 'amazon', 'subscrib', 'save', 'great']",5,Positive,5,Positive,5.0,Positive,4.0,Positive,5.0,Positive,0.0,Neutral,0.11428571428571434,Positive
Positive,4.0,"['dog', 'like', 'tast', 'price', 'ridicul']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,0.0,Neutral
Neutral,3.0,"['receiv', 'dog', 'via', 'subscript', 'receiv', 'way', 'quit', 'time', 'price', 'keep', 'increas', 'everi', 'month', 'amount', 'food', 'bag', 'shrink', 'use', 'get', 'deliv', 'everi', '3', 'week', 'cut', 'back', 'measur', 'amount', 'food', 'feed', 'dog', 'daili', 'move', 'deliveri', 'everi', '4', 'week', 'instead', 'work', 'fine', 'sever', 'month', 'sudden', 'last', 'month', 'still', 'feed', 'dog', 'amount', 'daili', 'ran', 'food', '3', 'full', 'day', '6', 'meal', 'food', 'due', 'arriv', 'anticip', 'go', 'short', 'rather', 'cancel', 'order', 'order', 'small', 'ridicul', 'price', 'bag', 'food', 'get', 'us', 'subscript', 'deliveri', 'month', 'bag', 'anticip', 'run', 'full', '67', 'day', 'subscript', 'bag', 'arrives…extrem', 'frustrat', 'can’t', 'order', 'i’v', 'order', 'reli', 'bag', 'hold', 'full', 'amount', 'food', 'use', 'receiv', 'went', 'chang', 'deliveri', 'back', 'everi', '3', 'week', 'find', 'find', 'someth', 'depend', 'either', 'cancel', 'month', 'order', 'place', '“buy', 'now”', 'order', 'buy', 'anoth', 'price', 'small', 'bag', 'get', 'realli', 'negat', 'conveni', 'subscrib', 'save', 'content', 'amount', 'vari', 'much', 'figur', 'don’t', 'receiv', 'enough', 'food', 'get', 'month']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,0.07440476190476189,Positive
Positive,5.0,"['show', 'time', 'everi', '2', 'weekssav', 'trip', 'store', 'ingredi', 'premium', 'highli', 'recommend']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.0,Neutral
Positive,5.0,"['purchas', '3', 'time', 'dog', 'like', 'issu', '', 'buy', 'great', 'qualiti', 'food', 'reason', 'price']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.8,Positive
Positive,5.0,"['3', 'german', 'shepherd', 'like', 'kibbl', 'bother', 'stomach', 'caus', 'bowel', 'problem']",5,Positive,4,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.0,Neutral
Positive,4.0,"['dog', 'eat', 'adopt', 'tie', 'tree', '4', 'year', 'fed', 'tabl', 'scrap', 'difficult', 'find', 'dri', 'food', 'would', 'eat', 'ate', 'right', 'away', 'big', 'problem', 'amount', 'powder', 'disintegr', 'kibbl', 'food', '20', 'wont', 'eat', 'powder', 'rough', 'handl', 'deliveri', 'normal']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,-0.032857142857142856,Negative
Neutral,3.0,"['dog', 'love', 'food', 'last', 'bag', 'open', 'rip', 'tape', 'bag', '', 'pretti', 'sure', 'didnt', 'full', '30', 'lb', 'use', 'caus', 'dog', 'almost', 'hope', 'dont', 'get', 'sick']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,0.10595238095238096,Positive
Positive,5.0,"['love', 'food', 'conveni', 'price', 'creep', 'use', '55', 'it’', 'almost', 'expens', 'pro', 'plan', 'pleas', 'fix']",5,Positive,4,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5,Positive
Neutral,3.0,"['nice', 'price', 'quick', 'ship', 'dang', 'dog', 'stink', 'whole', 'hous']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,0.37777777777777777,Positive
Positive,4.0,"['frenchi', 'allerg', 'chicken', 'read', 'label', 'even', 'beef', 'dog', 'food', 'chicken', 'byproduct', 'chicken', 'fat', 'protein', 'that', 'okay', 'food', 'also', 'whole', 'grain', 'studi', 'show', 'dog', 'grain', 'diet', 'higher', 'incid', 'heart', 'problem', 'vet', 'doesnt', 'recommend', '', 'grain', 'food', 'wag', 'lamb', 'brown', 'rice', 'fill', 'bill']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,-0.14166666666666664,Negative
Positive,5.0,"['alway', 'look', 'ingredi', 'purchas', 'food', 'three', 'dog', 'chicken', 'stuff', 'keep', 'healthi', 'dri', 'food', 'hint', 'open', 'bag', 'smell', 'chicken', 'dog', 'love', 'food']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,-0.175,Negative
Positive,5.0,"['use', 'purina', 'pro', 'plan', 'puppi', 'first', 'year', 'go', 'switch', 'blue', 'buffalo', 'research', 'differ', 'brand', 'check', 'wag', 'ingredi', 'better', 'price', 'dog', 'eat', 'wag', 'month', 'problem']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.25,Positive
Positive,5.0,"['brand', 'afford', 'littl', 'shower', 'wont', 'eat', 'anyth', 'els', 'unless', 'human', 'food', 'brand', 'come', 'differ', 'flavor', 'size', 'healthi', 'happi']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.0,Neutral
Neutral,3.0,"['food', 'normal', 'get', 'dog', 'stock', 'two', 'month', 'got', 'look', 'like', 'healthi', 'altern', 'would', 'ship', 'fast', 'howev', 'look', 'like', 'food', 'dog', 'diet', 'rotti', 'slim', 'wouldnt', 'big', 'deal', 'get', 'overweight', 'pretti', 'easili', 'end', 'get', 'dog', 'food', 'im', 'look', 'howev', 'he', 'slim', 'ive', 'seen', 'howev', 'reason', 'im', 'particularli', 'upset', 'great', 'pyrene', 'huge', 'litter', 'puppi', 'need', 'continu', 'eat', 'put', 'back', 'healthi', 'weight', 'make', 'enough', 'milk', 'puppi', 'eat', 'much', 'day', 'poop', 'much', 'frequent', 'cant', 'seem', 'produc', 'enough', 'milk', 'matter', 'goe', 'whine', 'puppi', 'she', 'sorri', 'cant', 'much', 'formula', 'give', 'beyond', 'need', 'put', 'back', 'weight', 'birth', 'mani', 'puppi', 'she', 'eat', 'food', 'sometim', '5', 'time', 'day', 'remain', 'slim', 'evid', 'rotti', 'slim', 'food', 'look', 'like', 'kind', 'diet', 'dog', 'food', 'realli', 'wish', 'would', 'written', 'product', 'descript', 'somewher', 'creat', 'mani', 'problem', 'concern', 'otherwis', 'dog', 'seem', 'like', 'flavor', 'cant', 'complain', 'rest', 'product', 'advertis', 'otherwis', 'im', 'incred', 'disappoint', 'concern']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,0.20384615384615387,Positive
Positive,5.0,"['love', 'puppi']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5,Positive
Positive,5.0,"['i’v', 'buy', 'dog', 'food', 'year', 'dog', 'happi', 'healthi', 'enjoy', 'doesn’t', 'issu', 'digest', 'like', 'previou', 'brand', 'tri', 'use', 'subscrib', '', 'save', 'super', 'easi', 'chang', 'food', 'come', 'need', 'sooner', 'later']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.24444444444444446,Positive
Positive,4.0,"['dog', 'wasn’t', 'impress', '', 'valu', 'good']",4,Positive,4,Positive,4.0,Positive,5.0,Positive,4.0,Positive,0.0,Neutral,0.7,Positive
Positive,5.0,"['adopt', 'dog', 'pyoderma', 'caus', 'skin', 'rash', 'belli', 'she’', 'itchi', 'day', 'night', 'especi', 'bad', 'night', 'one', 'get', 'sleep', '😳', 'vet', 'prescrib', 'medic', '', 'special', 'diet', 'appli', 'coconut', 'oil', 'everyday', 'month', 'half', 'condit', 'clear', '', 'readi', 'normal', 'dog', 'food', 'read', 'other’', 'review', 'decid', 'give', 'wag', 'wholesom', 'grain', 'salmon', 'brown', 'rice', 'recip', 'tri', 'sooooo', 'glad', 'dog', 'sensit', 'stomach', '', 'throw', 'time', 'dog', 'food', 'eat', '2', 'month', 'she’', 'super', 'happi', 'energet', 'best', 'sleep', 'night', 'without', 'itch', 'also', 'love', 'subscript', 'servic', 'don’t', 'get', 'big', 'bag', 'avoid', 'run', 'picki', 'eater', 'never', 'drink', 'water', 'like', 'mine', 'add', 'unsalt', 'broth', 'porridg', 'dri', 'dog', 'food']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.145734126984127,Positive
Positive,5.0,"['2', 'dog', 'love', 'food', 'previou', 'food', 'one', 'dog', 'bare', 'ate', 'food', 'switch', 'one', 'eat', 'time', 'gain', 'weight', 'dog', 'flaki', 'skin', 'dri', 'nose', 'within', '2', 'month', 'skin', 'nose', 'back', 'normal']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.17500000000000002,Positive
Neutral,3.0,"['dissatisfi', 'dog', 'would', 'eat', 'sure', 'eaten', 'flavor', 'wag', 'dog', 'food']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,0.5,Positive
Positive,4.0,"['dog', 'like', 'dog', 'food', 'problem', 'one', 'dog', 'allerg', 'chicken', 'caus', 'discomfort', 'like', 'scratch', 'nose', 'usual', 'worri', 'allergi', 'dog', 'food', 'fine']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,-0.14444444444444443,Negative
Neutral,3.0,['realli'],4,Positive,4,Positive,3.0,Neutral,5.0,Positive,3.0,Neutral,0.0,Neutral,0.0,Neutral
Positive,5.0,"['dog', 'food', 'kept', 'dog', 'happi', 'healthi', 'atleast', '5', 'year', '12', 'year', 'life', 'highli', 'suggest', 'hasn’t', 'singl', 'visit', 'vet', 'pain', 'visual', 'reduc', 'sinc', 'use', 'food']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.0,Neutral
Positive,4.0,"['play', 'video', 'product', 'dog', 'alway', 'love', 'last', '2', 'week', 'though', 'refus', 'eat', 'bag', 'one', 'pup', 'wouldn’t', 'concern', 'would', 'assum', 'tooth', 'problem', 'someth', 'els', 'healthrel', 'dog', 'devour', 'anyth', 'everything……includ', 'leav', 'stick', 'puzzl', 'bowl', 'eat', 'everyth', 'way', 'quickli', '2', 'week', 'hardli', 'touch', 'particular', 'batch', 'even', 'put', 'crate', 'overnight', 'unheard', 'won’t', 'eat', 'flip', 'bowl', 'gentli', 'move', 'kibbl', 'around', 'nose', 'bring', 'kibbl', 'piec', 'piec', 'almost', 'want', 'inspect', 'i’m', 'wonder', 'particular', 'batch', 'may', 'expir', 'made', 'incorrectli', 'ive', 'bought', 'kibbl', 'test', 'it’', 'behaviorhealth', 'relat', 'gobbl', 'food', 'right', 'would', 'someon', 'abl', 'check', 'i’m', 'littl', 'worri']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,0.22380952380952382,Positive
Positive,4.0,"['ive', 'order', 'product', 'month', 'dog', 'realli', 'like', 'come', 'quickli', 'secur', 'packag', 'ive', 'happi', 'everi', 'order', 'except', 'last', 'one', 'bag', 'arriv', 'rip', 'open', 'bottom', 'tape', 'pack', 'tape', 'paid', 'seal', 'new', 'packag', 'id', 'never', 'order', 'open', 'bag', 'food', 'pet', 'realli', 'disappoint', 'order', 'employe', 'decid', 'ok', 'send', 'way', 'otherwis', 'ive', 'good', 'experi']",4,Positive,2,Negative,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,0.22272727272727275,Positive
Positive,5.0,"['buy', 'product', 'german', 'shepherd', 'issu', 'weigh', 'almost', '100', 'pound', 'skin', 'issu', 'bowel', 'issu', 'etc', 'continu', 'buy', 'product']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.0,Neutral
Neutral,3.0,"['subscrib', 'save', 'dog', 'love', 'howev', 'sometim', 'pack', 'huge', 'box', 'item', 'ship', 'bag', 'often', '3x', 'past', 'year', 'rip', 'corner', 'box', 'larger', 'box', 'spill', 'food']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,0.16250000000000003,Positive
Positive,4.0,"['can’t', 'attest', 'flavor', 'picki', 'golden', 'retriev', 'eat', 'doesn’t', 'get', 'excit', 'fair', 'doesn’t', 'get', 'excit', 'food', 'treats…y', 'food', 'eat', 'tri', 'new', 'brand', 'wouldn’t', 'go', 'near', 'make', 'winner', 'book', 'ingredi', 'good', 'like', 'beef', 'rice', 'lot', 'golden’', 'don’t', 'well', 'chicken', 'due', 'allergi']",4,Positive,4,Positive,4.0,Positive,4.0,Positive,4.0,Positive,0.0,Neutral,0.18892045454545453,Positive
Neutral,3.0,[],4,Positive,4,Positive,3.0,Neutral,5.0,Positive,3.0,Neutral,0.0,Neutral,0.0,Neutral
Negative,2.0,"['dog', 'realli', 'bad', 'allergi', 'bad', 'cytopoint', 'inject', 'apoquel', 'med', 'affect', 'liver', 'use', 'long', 'term', 'we’r', 'tri', 'stick', 'way', 'manag', 'allergi', 'i’v', 'tri', 'sever', 'food', 'recommend', 'minimum', '6', 'week', 'sever', 'month', 'took', 'find', 'wag', 'food', 'substitut', 'expens', 'brand', 'keep', 'mind', 'metabol', 'aspect', 'liver', 'enzym', 'well', 'dog', 'doesn’t', 'care', 'tast', 'eat', 'rather', 'eat', 'liver', 'prescrib', 'diet', 'make', 'itchi', 'wag', 'caus', 'dog', 'vomit', 'it’', 'regurgit', 'food', 'within', 'hour', 'ingest', 'like', 'vomit', 'sever', 'time', 'feel', 'miser', 'hour']",2,Negative,2,Negative,2.0,Negative,2.0,Negative,2.0,Negative,0.0,Neutral,-0.4833333333333332,Negative
Positive,5.0,"['good', 'valu', 'reliabl', 'deliveri', 'schedul', 'plu', 'three', 'lab', 'seem', 'like', 'food', 'packag', 'open', 'close', 'easili', 'cut', 'open', 'store', 'food', 'sealabl', 'bin', 'easi', 'dispos', 'bag', 'also', 'recycl', 'cardboard', 'come']",5,Positive,4,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.2333333333333333,Positive
Neutral,3.0,"['chang', 'dog', 'food', 'didnt', 'keep', 'full', 'help', 'coat']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,0.35,Positive
Positive,5.0,"['dont', 'actual', 'eat', 'dog', 'food', 'dog', 'love', 'eat', 'life', 'although', 'switch', 'adult', 'food', 'back', 'puppi', 'food', 'small', 'dog', 'easier', 'eat', 'puppi', 'food', 'yorkiepoo', 'around', 'ten', 'pound', 'great', 'price', 'never', 'upset', 'stomach', 'recommend', 'small', 'dog', 'puppi', 'size', 'regardless', 'age', 'dog', 'find', 'easier', 'eat', 'smaller', 'piec', 'subscrib', 'save', 'order', 'everi', 'three', 'month', 'last', 'well', 'amount', 'time']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.09,Positive
Positive,5.0,"['three', 'golden', 'big', 'user', 'wag', 'salmon', 'lamb', 'beef', 'chicken', 'realli', 'good', 'high', 'qualiti', 'dog', 'food', 'good', 'price', 'use', 'lot', 'jump', 'chanc', 'stock', 'save', '', 'gener', 'offer', 'got', 'two', 'bag', 'salmon', 'lamb', 'wag', 'purchas', 'like', 'food', 'purchas', 'best', 'use', 'date', 'bag', 'mayb', 'reason', 'gener', 'discount', 'late', 'lost', 'two', 'dog', 'menu', 'chines', 'adulter', 'dog', 'food', 'rotat', 'brand', 'speci', 'pup', 'could', 'cannot', 'tell', 'us', 'make', 'sick', 'unwholesom', 'food', 'concern', 'fresh', 'recent', 'order', 'hope', 'get', 'old', 'food']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.13714285714285715,Positive
Positive,5.0,"['item', 'similar', 'blue', 'buffalo', 'dog', 'bowel', 'chang', 'switch', 'food', 'highli', 'recommend', 'dog', 'seem', 'think', 'tasti', 'warn', 'salmon', 'flavor', 'tad', 'stinki', 'want', 'address', 'comment', 'mention', 'food', 'caus', 'vomit', 'diarrhea', 'dog', 'sensit', 'digest', 'system', 'dog', 'usual', 'get', 'diarrhea', 'start', 'differ', 'food', 'pleas', 'educ', 'talk', 'vet', 'dog', 'health', 'continu', 'switch', 'food', 'make', 'problem', 'wors', 'dog', 'vomit', 'occasion', 'seemingli', 'reason', 'esp', 'start', 'differ', 'food', 'fed', 'human', 'food', 'peopl', 'feed', 'dog', 'toxic', 'food', 'accid', 'time', 'talk', 'vet', 'simpl', 'googl', 'search', 'vet', 'forum', 'find', 'dog', 'cannot', 'eat', 'toss', 'scrap', 'stop', 'use', 'food', 'made', 'dog', 'sick', 'contrari', 'notic', 'dog', 'love', 'food', 'digest', 'issu', 'less', 'food', 'stop', 'feed', 'caus', 'gain', 'weight', 'serv', 'size', 'bag', 'seem', 'typo']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,-0.09013605442176871,Negative
Positive,5.0,"['dog', 'refus', 'eat', 'food', 'long', 'time', 'would', 'make', 'food', 'rice', 'egg', 'meat', 'veggi', 'tri', 'dog', 'food', '3', 'year', 'ago', 'hard', 'food', 'would', 'eat', 'tri', '35', 'differ', 'brand', 'store', 'refus', 'he', 'eat', 'sinc', 'amaz', 'love', 'ingredi', 'list', 'good', 'doesnt', 'start', 'product', 'meal', 'waffl', 'treat', 'absolut', 'fave', '1010', 'definit', 'recommend']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.21458333333333332,Positive
Positive,5.0,"['dog', 'year', 'old', 'like', 'wag', 'like', 'lamb', 'prefer', 'beef', 'unfortun', 'isnt', 'current', 'available😔', 'buy', '30', '', 'bag', 'last', 'month', 'teddi', 'year', 'old', 'add', 'supplement', 'better', 'health', 'teddi', 'seem', 'abund', 'energi', 'brand', 'overpr', 'check', 'ingredi', 'wag', 'compar', 'high', 'price', 'dog', 'food', 'order', 'amazon', 'save', 'back', 'lug', 'cart', '', 'cart', 'car', '', 'car', 'home', 'deliveri', 'right', 'door', 'amazon', 'dog', 'food', 'bomb']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.1432142857142857,Positive
Positive,4.0,"['price', 'right', 'like', 'buy', 'amazon', 'brand', 'unfortun', 'dog', 'like', 'month', 'troubl', 'get', 'eat', 'switch', 'back', 'old', 'brand']",4,Positive,4,Positive,4.0,Positive,5.0,Positive,4.0,Positive,0.0,Neutral,0.12857142857142856,Positive
Neutral,3.0,"['3', 'rescu', 'greyhound', 'keep', 'wellf', '', 'healthi', 'cheap', 'luckili', 'picki', '', 'pretti', 'much', 'eat', 'anyth', 'give', '', 'i’v', 'never', 'tri', 'food', 'wouldn’t', 'eat', 'gener', 'mix', 'least', 'expens', 'qualiti', 'dri', 'food', 'wet', 'food', 'meal', 'combo', 'seem', 'like', 'other', 'never', 'want', 'eat', 'tri', 'wag', 'psych', 'sinc', 'qualiti', 'ingredi', '', 'heckuvalot', 'cheaper', 'anyth', 'els', 'order', 'sampl', 'bag', '2', 'flavor', 'tri', 'usual', 'gobbl', 'food', 'meal', 'time', 'howev', 'matter', 'mix', 'either', 'wag', 'wouldn’t', 'touch', 'even', 'tri', 'mix', 'anoth', 'dri', 'food', 'appar', 'could', 'tell', 'first', 'walk', 'away', 'reluctantli', 'ate', 'final', 'figur', 'noth', 'sinc', 'contribut', 'nada', 'food', 'budget', 'consid', 'even', 'substitut', 'everi', '3040lb', 'bag', '', 'mix', 'anoth', 'kibbl', 'would', 'still', 'save', '', 'read', 'review', 'seem', 'like', 'dog', 'either', 'love', 'hate', 'andor', 'made', 'sick', 'decid', 'wasn’t', 'worth', 'continu', 'buy', 'save', 'money', '', 'chanc', 'possibl', 'could', 'eventu', 'make', 'sick', 'wors', 'especi', 'sinc', 'like', 'win', 'i’ll', 'work', 'overtimeth', 'thing', 'fur', 'babi']",3,Neutral,3,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,0.0,Neutral,-0.039540816326530615,Negative
Positive,5.0,"['use', 'dogfood', 'year', 'deliv', 'promptli', 'subscript', '2', 'dog', 'one', 'diabet', 'food', 'perfect', 'hard', 'time', 'find', 'dogfood', 'perfect', 'dog', 'frustrat', 'costli', 'find', 'dog', 'food', 'one', 'healthi', 'dog', 'one', 'healthi', 'wag', 'save', 'day']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5694444444444444,Positive
Positive,5.0,"['first', 'i’ll', 'admit', 'i’m', 'enough', 'expert', 'rate', 'qualiti', 'ingredi', 'food', 'howev', 'alway', 'research', 'dog', 'food', 'switch', 'see', 'actual', 'expert', 'say', 'make', 'sure', 'i’m', 'feed', 'dog', 'someth', 'unhealthi', 'potenti', 'harm', 'satisfi', 'abl', 'find', 'wag', 'gave', 'tri', 'say', 'three', 'small', 'dog', 'love', 'food', 'two', 'brussel', 'griffon', 'pug', 'picki', 'eater', 'it’', 'often', 'find', 'someth', 'suitabl', 'three', 'littl', 'concern', 'piec', 'might', 'big', 'brussel', 'griffon', 'don’t', 'seem', 'problem', 'pug', 'ate', 'without', 'hesit', 'first', 'time', 'gave', 'smaller', 'dog', 'know', 'challeng', 'find', 'appropri', 'size', 'food', 'bulk', 'reason', 'price', 'food', 'toy', 'breed', 'would', 'ideal', 'it’', 'typic', 'sold', 'smaller', 'size', 'bag', 'premium', 'cost', 'love', 'dog', 'there’', 'limit', 'much', 'spend', 'feed', 'far', 'good', 'wag', 'they’v', 'gone', 'thru', 'two', '30', 'lb', 'bag', '“chicken', 'brown', 'rice”', 'recip', 'issu', 'recent', 'switch', '“beef', 'lentil', 'wild', 'boar”', 'seem', 'love', 'much', 'hope', 'you’ll', 'great', 'result', 'well', 'catch', 'sale', 'it’', 'definit', 'worth', 'tri']",5,Positive,4,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.225,Positive
Positive,5.0,"['dog', 'love', 'give', 'realli', 'enjoy', 'it’', 'realli', 'good']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5333333333333333,Positive
Positive,5.0,"['got', 'sale', 'prime', 'day', 'dog', 'love']",5,Positive,5,Positive,5.0,Positive,5.0,Positive,5.0,Positive,0.0,Neutral,0.5,Positive
